ReviewID,CustomerID,ProductID,ReviewDate,Rating,ReviewText,sentiment_score,sentiment_category
1353,34,5,30/06/2024,5,The  quality  is  top-notch.,0,Positive
1354,53,8,08/05/2024,5,"Excellent    product,  highly  recommend!",0.7773,Positive
1355,9,20,29/05/2025,5,Customer  support  was  very  helpful.,0.6997,Positive
1356,14,15,18/04/2025,4,The  quality  is  top-notch.,0,Positive
1357,23,17,03/01/2024,1,"Terrible    customer  service,  would  not  buy  again.",-0.4767,Negative
1358,90,10,16/01/2024,3,Not  worth    the  money.,-0.1695,Mixed Negative
1359,28,4,25/05/2023,3,Not  worth  the  money.,-0.1695,Mixed Negative
1360,58,12,13/11/2023,2,"Average    experience,  nothing  special.",-0.3089,Negative
1361,96,15,07/03/2023,5,Customer  support  was  very  helpful.,0.6997,Positive
1362,99,2,03/12/2025,1,Product  did  not  meet  my  expectations.,0,Negative
1363,16,4,16/07/2024,2,The  product  arrived  late.,0,Negative
